,dataset,x,y
1283,bullseye,37.8904155015,82.5674929978
1284,bullseye,39.5489736947,80.812601774
1285,bullseye,39.6495738769,82.6645338713
1286,bullseye,34.7505970472,80.0110909897
1287,bullseye,27.560835291,72.8478255927
1288,bullseye,24.6355399754,71.6107148256
1289,bullseye,20.9594648125,66.0414983826
1290,bullseye,20.6891490538,62.7213052064
1291,bullseye,19.2882047369,62.0630593582
1292,bullseye,20.0245005746,61.3426238695
1293,bullseye,35.4695229971,43.1158849517
1294,bullseye,36.8943276507,47.7065559687
1295,bullseye,39.0555497751,55.5469737131
1296,bullseye,46.9570801494,65.2404073935
1297,bullseye,37.3104527352,45.2587508999
1298,bullseye,40.0096720019,60.9865825077
1299,bullseye,48.0143866846,65.7128195934
1300,bullseye,53.7037759268,66.3894820363
1301,bullseye,63.0674998921,64.0350004581
1302,bullseye,62.0480325076,63.8458632494
1303,bullseye,59.8399667124,64.4767644437
1304,bullseye,55.1609418175,65.2373081694
1305,bullseye,61.2797865792,65.766402504
1306,bullseye,60.8349175348,64.6037697063
1307,bullseye,61.5205906458,64.7918550418
1308,bullseye,36.916543863,41.0952474383
1309,bullseye,38.5021996714,41.5671556174
1310,bullseye,48.6643707344,30.6806668519
1311,bullseye,50.2852524042,30.3379221051
1312,bullseye,42.276332666,34.5276361236
1313,bullseye,54.0317756204,29.6723483149
1314,bullseye,37.3293552552,39.6020423074
1315,bullseye,41.389522551,37.2960562328
1316,bullseye,40.0746666572,34.6236852027
1317,bullseye,35.3496806211,47.1410731332
1318,bullseye,34.7637004189,47.6247999245
1319,bullseye,37.0266294472,44.4622930512
1320,bullseye,36.4555695327,40.791843032
1321,bullseye,35.5376642131,48.7293868661
1322,bullseye,20.4089478892,32.2030304205
1323,bullseye,23.4957104659,25.3224681542
1324,bullseye,29.5575433634,21.3647774591
1325,bullseye,33.0082339121,15.9850714584
1326,bullseye,53.9803991821,29.3509867092
1327,bullseye,52.2343086004,29.7116729865
1328,bullseye,59.5030766063,30.6696739448
1329,bullseye,41.1637810689,34.3157582514
1330,bullseye,48.9930401201,32.0303588363
1331,bullseye,59.2692803248,29.6407017654
1332,bullseye,45.4691770035,33.8311927323
1333,bullseye,62.6912665406,30.2903738312
1334,bullseye,73.4286708654,48.5778551303
1335,bullseye,70.846426107,52.282253331
1336,bullseye,71.5390198495,45.5218061588
1337,bullseye,67.6208658884,38.0065584658
1338,bullseye,72.4709525633,51.1221348241
1339,bullseye,64.8122375621,62.8109155873
1340,bullseye,60.8536798727,65.4991470327
1341,bullseye,67.7894961571,61.3637015467
1342,bullseye,41.6095572691,83.8486865559
1343,bullseye,53.0030253202,84.6747986012
1344,bullseye,54.7141710591,84.0431280734
1345,bullseye,44.2916687157,82.9094412144
1346,bullseye,49.1917219555,85.8762291224
1347,bullseye,53.1013817819,84.5476586881
1348,bullseye,51.599848153,84.8198214898
1349,bullseye,54.3797219484,84.2403555494
1350,bullseye,46.4807681047,83.518211666
1351,bullseye,53.174656268,84.2605679876
1352,bullseye,45.272002941,85.2370794195
1353,bullseye,36.03340215,53.371687755
1354,bullseye,28.2711941653,72.840231257
1355,bullseye,25.0548060847,71.5485979221
1356,bullseye,64.7588870014,82.3152236405
1357,bullseye,63.1445274767,85.2366963264
1358,bullseye,50.4246786898,85.1747475891
1359,bullseye,70.6449962629,82.4309187567
1360,bullseye,63.1490490834,83.9468553485
1361,bullseye,62.8240245172,84.9661859507
1362,bullseye,70.236869515,82.1711510621
1363,bullseye,70.0427352449,80.3850213547
1364,bullseye,72.5706234458,80.9712184346
1365,bullseye,75.1307160373,79.9840931403
1366,bullseye,83.2939057345,70.7784317876
1367,bullseye,79.6642622775,73.9323097157
1368,bullseye,88.4321025254,64.6242470023
1369,bullseye,89.1155590082,64.0015066388
1370,bullseye,89.0921976305,57.768193047
1371,bullseye,91.7260057727,52.6233532573
1372,bullseye,91.7355387598,48.9702108877
1373,bullseye,91.5078881747,53.3126520851
1374,bullseye,88.239001904,31.4774348786
1375,bullseye,88.5305192041,30.4760310098
1376,bullseye,55.3651603364,30.4458502777
1377,bullseye,62.5602588694,30.4471356661
1378,bullseye,58.0066691227,30.2537212987
1379,bullseye,55.0671179917,29.0115351997
1380,bullseye,61.6147759612,29.9943911942
1381,bullseye,68.5431435378,35.6578321706
1382,bullseye,77.7061096487,20.3042601852
1383,bullseye,68.4530459999,13.0355285908
1384,bullseye,68.2572064402,12.3846391542
1385,bullseye,70.2554746739,13.2503849689
1386,bullseye,65.0443252778,11.0008414785
1387,bullseye,60.0922466078,11.8721117093
1388,bullseye,52.9920289667,9.90666848335
1389,bullseye,50.1446289773,12.2115430946
1390,bullseye,46.5086141932,11.2071344881
1391,bullseye,43.8070319612,11.3189448865
1392,bullseye,57.8178546865,10.9451424306
1393,bullseye,50.9404926595,9.69154713447
1394,bullseye,63.4973230835,11.9140691707
1395,bullseye,50.0164829541,11.9338520864
1396,bullseye,58.6367650809,11.9747210652
1397,bullseye,54.7302890863,11.4128826732
1398,bullseye,65.8755478023,11.7324363627
1399,bullseye,57.0609827131,9.92056085444
1400,bullseye,46.819907946,10.4946526804
1401,bullseye,38.3593948725,13.431322624
1402,bullseye,47.3154157773,12.853451784
1403,bullseye,55.0519165396,11.9499886181
1404,bullseye,50.5159602579,9.76559162187
1405,bullseye,49.6774146514,10.3831325083
1406,bullseye,67.2806595188,14.1286515323
1407,bullseye,66.1730182606,12.0379170217
1408,bullseye,61.0885441374,10.0845344144
1409,bullseye,66.0530857731,13.3802260073
1410,bullseye,72.6699892655,15.2342259409
1411,bullseye,61.503472503,10.8284144754
1412,bullseye,68.995028632,13.9943105293
1413,bullseye,78.2499161658,17.8832409068
1414,bullseye,36.4819805699,15.1627600944
1415,bullseye,50.9677483784,29.6797742875
1416,bullseye,91.1910536059,46.6743428399
1417,bullseye,55.8637684939,85.3364867573
1418,bullseye,49.2805947987,84.0488228306
1419,bullseye,43.3685015447,84.3321772039
1420,slant_up,47.6952008891,95.2411869282
1421,slant_up,44.6099759113,93.075835032
1422,slant_up,43.8563814822,94.0858717713
1423,slant_up,41.5789293984,90.3035665387
1424,slant_up,49.1774185559,96.6105324538
1425,slant_up,42.6522509813,90.5606397307
1426,slant_up,30.1233318217,81.1442953304
1427,slant_up,31.915519986,79.7904134869
1428,slant_up,27.8877193574,75.4455759934
1429,slant_up,27.5482344526,75.1647590544
1430,slant_up,20.2097781637,67.5166420988
1431,slant_up,24.4434528292,54.4736551228
1432,slant_up,24.6308301331,53.3957388998
1433,slant_up,21.0379688969,49.829299645
1434,slant_up,27.106242932,54.7195531488
1435,slant_up,28.0896176553,60.512212549
1436,slant_up,31.1357349152,61.4319127116
1437,slant_up,37.700837521,68.4184052804
1438,slant_up,43.3926884016,43.5975940692
1439,slant_up,51.2623974761,49.6665051258
1440,slant_up,43.2867129203,43.0568603208
1441,slant_up,55.9059162338,54.2526725342
1442,slant_up,50.198958949,52.2250295948
1443,slant_up,55.761587372,54.0305172396
1444,slant_up,58.3231396505,60.0310591646
1445,slant_up,70.171457528,70.2822212385
1446,slant_up,60.600276471,59.7533088802
1447,slant_up,63.7602750188,61.1856411696
1448,slant_up,54.3894952619,53.811901225
1449,slant_up,55.2412969947,52.5935746267
1450,slant_up,49.0701267502,48.8969446811
1451,slant_up,46.0181190216,46.2577233718
1452,slant_up,44.7595874356,41.9746066134
1453,slant_up,51.6006241332,50.0324668853
1454,slant_up,36.4658820182,35.5241876075
1455,slant_up,33.3947987327,35.0168013145
1456,slant_up,37.5800715749,38.8315722007
1457,slant_up,36.619722059,36.8114141094
1458,slant_up,36.1634664356,33.819314199
1459,slant_up,33.1677570349,31.2477411672
1460,slant_up,42.6449829318,40.1543216386
1461,slant_up,47.2250252695,44.5756466185
1462,slant_up,48.3923630032,50.3315285645
1463,slant_up,27.2451932001,29.8195074488
1464,slant_up,30.4043143388,29.0795399241
1465,slant_up,30.0807992865,27.5880255173
1466,slant_up,33.9806339675,35.0330581489
1467,slant_up,34.2506117649,34.4415865654
1468,slant_up,51.1411835714,20.6183237784
1469,slant_up,49.899592066,19.5640835356
1470,slant_up,55.5898773424,26.2992451143
1471,slant_up,55.4820563581,22.8274662445
1472,slant_up,63.5729393821,32.9386176053
1473,slant_up,59.0250770848,28.3220858801
1474,slant_up,62.4237785929,33.4865952868
1475,slant_up,47.849907703,48.556624645
1476,slant_up,52.2685616825,52.8052401961
1477,slant_up,68.8510215758,39.573434273
1478,slant_up,65.6763960251,35.1093154301
1479,slant_up,77.7468851148,47.3718241139
1480,slant_up,80.352934115,47.8002988852
1481,slant_up,60.3375864858,63.0349593272
1482,slant_up,61.6587233282,64.1000234779
1483,slant_up,71.5450389858,72.657716331
1484,slant_up,49.0409566406,77.3625832678
1485,slant_up,51.8868880222,80.1136076892
1486,slant_up,57.968981435,85.3560457326
1487,slant_up,54.855664646,83.7833976656
1488,slant_up,54.1331954613,83.7939960824
1489,slant_up,51.3088252568,80.1363911553
1490,slant_up,61.1203943844,88.7040529069
1491,slant_up,55.5638650304,85.8103751441
1492,slant_up,55.044123361,83.5414106324
1493,slant_up,50.4441853247,78.1958883115
1494,slant_up,43.8277089981,71.0470522123
1495,slant_up,37.7914323802,66.8546410275
1496,slant_up,29.292783111,59.79199693
1497,slant_up,32.1920969515,60.2006509147
1498,slant_up,51.4339355233,99.2568672885
1499,slant_up,67.4641398118,95.999963905
1500,slant_up,65.1507052757,92.5026337368
1501,slant_up,65.5834276962,93.5170609365
1502,slant_up,69.2889731377,99.5795911254
1503,slant_up,81.2694405511,80.635944933
1504,slant_up,78.5757448361,76.8157030942
1505,slant_up,74.1867734997,74.3442041467
1506,slant_up,72.622209414,74.5269656511
1507,slant_up,75.1415195918,73.8196684648
1508,slant_up,75.168667839,73.9004448762
1509,slant_up,85.3242028911,55.3885788252
1510,slant_up,84.090507598,56.301968006
1511,slant_up,86.2562238205,55.8309303793
1512,slant_up,92.5487933153,42.9019079116
1513,slant_up,90.3426345089,37.7803861004
1514,slant_up,85.8191629042,37.5713861819
1515,slant_up,90.4418181137,40.1331134204
1516,slant_up,92.0175590822,39.9179311324
1517,slant_up,95.2605278366,46.008830272
1518,slant_up,41.2902998033,42.3115524113
1519,slant_up,66.4313243161,36.5361097353
1520,slant_up,63.9863468858,32.7134316129
1521,slant_up,61.2696820905,29.3857240482
1522,slant_up,60.7493891909,28.0517363383
1523,slant_up,64.6552305634,16.6122765086
1524,slant_up,68.6382807138,18.5080128963
1525,slant_up,65.7766651568,16.7876560655
1526,slant_up,71.1341263421,19.3859575313
1527,slant_up,63.7231835039,14.5214211957
1528,slant_up,73.0014940701,24.0738125371
1529,slant_up,72.436657497,20.5783451136
1530,slant_up,68.4127671225,19.9131265443
1531,slant_up,52.8583150204,20.2350610035
1532,slant_up,53.5299526734,24.2419155845
1533,slant_up,50.7597410528,18.0893946004
1534,slant_up,42.53480844,10.1698684594
1535,slant_up,41.5303978512,13.3962907452
1536,slant_up,46.7145179915,15.6132744651
1537,slant_up,48.4506176492,16.2122782224
1538,slant_up,59.6326101247,7.05803719901
1539,slant_up,61.6185682473,13.4108227184
1540,slant_up,48.8339891275,17.7259558674
1541,slant_up,45.3426531889,13.9088123935
1542,slant_up,42.4150122932,11.6937810961
1543,slant_up,58.9347650647,9.36920121911
1544,slant_up,60.6836260407,10.6326415569
1545,slant_up,54.8117983683,6.56964870325
1546,slant_up,61.5868424253,11.0275858356
1547,slant_up,59.7160077628,11.5190968617
1548,slant_up,58.4163840114,5.64577748328
1549,slant_up,59.243809528,10.5401420943
1550,slant_up,56.5943646385,8.91734404523
1551,slant_up,68.4925132247,17.9873634289
1552,slant_up,65.0059431717,15.9126686464
1553,slant_up,63.9210367078,15.6209610332
1554,slant_up,53.5129705438,5.87510952836
1555,slant_up,57.8328062743,9.22238462333
1556,slant_up,31.0329174395,28.9281418896
1557,slant_up,31.3332440932,32.5385694785
1558,slant_up,86.4015498466,38.7469331743
1559,slant_up,47.4421116354,98.1843018589
1560,slant_up,46.2647413368,94.1161921613
1561,slant_up,40.1638157437,87.4486723469
1562,slant_down,52.8720214902,97.3432226575
1563,slant_down,59.0141444945,93.5748748733
1564,slant_down,56.3751090389,96.30514763
1565,slant_down,37.8391996844,94.359443503
1566,slant_down,39.8853734176,90.6346620817
1567,slant_down,44.0774051326,84.1258533023
1568,slant_down,31.4970254888,67.9125621568
1569,slant_down,25.9525965456,73.0331803541
1570,slant_down,36.4347239148,62.2940454639
1571,slant_down,24.997482691,75.4415616626
1572,slant_down,32.2462751352,70.1105868383
1573,slant_down,18.1094722949,53.7081103324
1574,slant_down,21.7960992263,49.4995295248
1575,slant_down,24.150491069,47.1885335266
1576,slant_down,28.6031956015,44.2237227
1577,slant_down,20.9319996761,51.6462354868
1578,slant_down,35.4355325251,34.9610381566
1579,slant_down,44.3773828236,57.6847369215
1580,slant_down,46.313692406,55.6855917703
1581,slant_down,46.3860739231,51.0021645381
1582,slant_down,42.4954400876,56.9036815315
1583,slant_down,44.3005150328,58.1329592781
1584,slant_down,46.9882833458,55.4206367313
1585,slant_down,52.4215231623,47.867005488
1586,slant_down,64.090998189,68.6509850107
1587,slant_down,63.0168717563,68.2252589114
1588,slant_down,67.3025779226,64.4134627173
1589,slant_down,67.2259568904,62.4764105301
1590,slant_down,50.309988715,47.2678818553
1591,slant_down,45.4126389249,53.8707976895
1592,slant_down,54.0206071815,47.2698972057
1593,slant_down,49.8420222483,50.5765522936
1594,slant_down,50.7132995657,48.7722867825
1595,slant_down,55.0455549106,45.9862727459
1596,slant_down,37.5437012597,32.8840244657
1597,slant_down,39.7958978066,28.4432191156
1598,slant_down,28.5233910215,39.7966662481
1599,slant_down,31.3996460012,39.2652632229
1600,slant_down,39.2415652162,33.3614166846
1601,slant_down,27.7140565712,42.2500516253
1602,slant_down,32.9607035213,35.8231112903
1603,slant_down,35.4047362397,31.9391621952
1604,slant_down,51.6422264225,50.8383406788
1605,slant_down,34.207620843,33.5938054385
1606,slant_down,36.5234892198,35.6710483891
1607,slant_down,28.4192021281,21.3157482481
1608,slant_down,26.1604969417,23.0422314726
1609,slant_down,40.435327397,27.6400711421
1610,slant_down,44.544955314,27.3622426221
1611,slant_down,40.1237272008,30.0731619402
1612,slant_down,42.1848064503,28.5736747331
1613,slant_down,40.0026592892,27.4875100027
1614,slant_down,57.1252310509,42.7390191388
1615,slant_down,60.375744968,41.3564579961
1616,slant_down,55.1058961252,46.1490510561
1617,slant_down,61.7372710245,38.5848440052
1618,slant_down,55.7412443246,46.6535769763
1619,slant_down,58.2964084158,41.5831977346
1620,slant_down,57.0425482213,42.418757739
1621,slant_down,76.7756112073,55.2545987009
1622,slant_down,71.8870772602,59.2669926152
1623,slant_down,73.7883730663,58.6208121164
1624,slant_down,75.1396847343,54.2445521781
1625,slant_down,64.5963189058,65.952512925
1626,slant_down,46.9095386323,85.6022611586
1627,slant_down,46.9051031994,81.5656424136
1628,slant_down,49.8069877356,82.085025592
1629,slant_down,48.8632418189,83.1583574877
1630,slant_down,66.7481899024,84.0048341677
1631,slant_down,62.3597662841,90.2436599196
1632,slant_down,47.3748964954,83.4715555182
1633,slant_down,47.4464667165,82.622124014
1634,slant_down,53.385280634,78.8711362558
1635,slant_down,49.4527077733,79.9306028004
1636,slant_down,54.8026825363,75.3639849893
1637,slant_down,37.0882451339,60.857227495
1638,slant_down,32.3759619238,68.5108204552
1639,slant_down,37.4770138847,63.7886855744
1640,slant_down,52.4066488967,96.4254150057
1641,slant_down,50.2970432655,99.6441791736
1642,slant_down,61.5633243835,89.8641388605
1643,slant_down,61.0865603919,89.2243556475
1644,slant_down,59.2364904011,91.4811005766
1645,slant_down,66.1540050863,84.1119370252
1646,slant_down,67.2313347767,85.055640808
1647,slant_down,73.7099068702,78.2706108976
1648,slant_down,76.5804513576,72.8915336827
1649,slant_down,78.8765811639,71.5625276804
1650,slant_down,77.4490021363,72.4473094857
1651,slant_down,86.8537073476,65.5433240194
1652,slant_down,79.806531301,52.7231797883
1653,slant_down,76.9882734745,54.2027848022
1654,slant_down,79.4793575017,49.1410154455
1655,slant_down,82.3041595613,46.9909036215
1656,slant_down,90.700691247,41.4667030063
1657,slant_down,95.4434878077,36.1897016148
1658,slant_down,94.9974880471,35.0953011066
1659,slant_down,91.517847246,36.8902631263
1660,slant_down,62.2926421901,40.0295333141
1661,slant_down,59.2034756073,41.2706776667
1662,slant_down,65.2563927704,32.8541041237
1663,slant_down,62.4447424979,35.4149992261
1664,slant_down,72.4624062907,27.6242638254
1665,slant_down,69.9194262552,29.3110927191
1666,slant_down,77.7628590782,23.4913735562
1667,slant_down,72.7784101997,26.9005353695
1668,slant_down,65.198316667,33.0271717859
1669,slant_down,69.4598588916,30.1970315053
1670,slant_down,59.3150555205,12.3543136666
1671,slant_down,51.487713355,20.8436106875
1672,slant_down,57.1124475509,15.3217851726
1673,slant_down,50.2244178157,19.1709698793
1674,slant_down,50.4338611907,18.5348708515
1675,slant_down,56.3803054046,14.7884597101
1676,slant_down,54.8635045999,14.009611915
1677,slant_down,45.4998576493,3.98542629287
1678,slant_down,49.9367453057,21.5900969196
1679,slant_down,53.8098729164,17.7664144512
1680,slant_down,59.8526782804,9.03994992133
1681,slant_down,48.1756567942,19.5212153543
1682,slant_down,50.7417190667,17.8384056087
1683,slant_down,58.4597612975,14.1486628546
1684,slant_down,50.1145975193,1.74146171252
1685,slant_down,45.4203820755,5.37240899542
1686,slant_down,51.3532681954,0.30387242055
1687,slant_down,53.091704424,19.2900304453
1688,slant_down,58.9431665444,11.6128777918
1689,slant_down,59.3109904219,10.5721363739
1690,slant_down,68.2221986595,1.13388036584
1691,slant_down,62.5117719862,7.49123248279
1692,slant_down,69.3800563617,1.48813233299
1693,slant_down,82.8002478704,18.5293762368
1694,slant_down,85.1603321777,15.0183695439
1695,slant_down,67.095847697,0.601490941965
1696,slant_down,62.307750573,5.74997471945
1697,slant_down,59.9704150458,7.9133104735
1698,slant_down,39.9116351739,32.1440226145
1699,slant_down,39.5965009783,32.1361317349
1700,slant_down,95.5934163965,33.2341293953
1701,slant_down,52.772288113,99.6134716833
1702,slant_down,53.1786144535,98.6038611855
1703,slant_down,37.6270534612,93.060672952
1704,wide_lines,65.8155400946,95.5883740582
1705,wide_lines,65.6722651618,91.9334018119
1706,wide_lines,39.002716451,92.26183816
1707,wide_lines,37.7953028026,93.5324553607
1708,wide_lines,35.5139005857,89.5991901138
1709,wide_lines,39.2194529062,83.5434818364
1710,wide_lines,31.5882013862,77.0280524208
1711,wide_lines,32.6577782482,80.1138612983
1712,wide_lines,31.6415992679,77.6108331874
1713,wide_lines,30.9871426099,63.9440280336
1714,wide_lines,27.4396322054,65.7444629564
1715,wide_lines,30.5783699449,65.5219454667
1716,wide_lines,28.809401637,59.6210044666
1717,wide_lines,27.9395185786,50.9850621313
1718,wide_lines,33.8499497887,46.2844744465
1719,wide_lines,32.628463049,54.0637204929
1720,wide_lines,32.4386500903,49.9030194916
1721,wide_lines,35.8382920833,53.3514883396
1722,wide_lines,37.1420429198,49.7419879519
1723,wide_lines,34.6445467746,54.4441077764
1724,wide_lines,35.675404696,49.6256433471
1725,wide_lines,64.99458547,49.4621728312
1726,wide_lines,66.1291498342,61.6437178853
1727,wide_lines,65.790651882,55.9453737171
1728,wide_lines,67.5017806138,60.8502274659
1729,wide_lines,67.6295142176,61.4291060701
1730,wide_lines,63.9100640599,62.9723349305
1731,wide_lines,66.5493579687,67.7255886599
1732,wide_lines,64.0515417112,48.8200939835
1733,wide_lines,68.1932895833,46.5435408096
1734,wide_lines,65.2783891952,44.8203529292
1735,wide_lines,34.9976613883,28.6329939351
1736,wide_lines,33.9237661692,53.5586885227
1737,wide_lines,66.0044543688,52.6846691452
1738,wide_lines,37.0232562464,32.1184816794
1739,wide_lines,34.6982700852,36.4753541349
1740,wide_lines,34.8634441715,30.9392745218
1741,wide_lines,31.0900650789,32.3837547196
1742,wide_lines,34.9213061465,35.4184380529
1743,wide_lines,30.343361183,32.5245631742
1744,wide_lines,35.4833288685,44.4916349303
1745,wide_lines,33.2349104271,38.502483721
1746,wide_lines,35.4399436182,47.7975176939
1747,wide_lines,33.8735095227,37.056028453
1748,wide_lines,28.5641377966,34.6263997171
1749,wide_lines,31.3195486706,31.6639905316
1750,wide_lines,30.796174379,23.5190343602
1751,wide_lines,34.2333554347,22.4959116015
1752,wide_lines,36.6307877065,31.4768312621
1753,wide_lines,34.5486191018,26.1110878654
1754,wide_lines,37.5196356,29.2676058936
1755,wide_lines,62.4256973267,34.0442062707
1756,wide_lines,64.320383794,31.7856294846
1757,wide_lines,65.4455325117,43.2734991936
1758,wide_lines,64.3256315887,41.6159763773
1759,wide_lines,65.264338195,35.7175447772
1760,wide_lines,66.388704175,38.8447443366
1761,wide_lines,68.1914228192,45.1694864796
1762,wide_lines,68.5406624515,48.4385263389
1763,wide_lines,67.6614312657,51.0685845873
1764,wide_lines,68.6755160534,50.465234811
1765,wide_lines,69.0817099788,55.4740530987
1766,wide_lines,69.048716493,66.3660457477
1767,wide_lines,67.3082233775,71.5902965807
1768,wide_lines,38.714899408,76.3969778172
1769,wide_lines,35.5480948795,89.3049758407
1770,wide_lines,36.7106729424,86.0749670003
1771,wide_lines,64.9126624396,87.6457960566
1772,wide_lines,66.0641357377,89.2086685815
1773,wide_lines,64.9359294757,87.0721381174
1774,wide_lines,67.0265507063,76.2225153324
1775,wide_lines,65.3140322257,77.9387440331
1776,wide_lines,64.2952177764,84.1258572133
1777,wide_lines,38.7980121423,74.6106304299
1778,wide_lines,34.6757573144,79.6375987743
1779,wide_lines,30.7192619427,58.812060082
1780,wide_lines,34.1051509268,64.1291972267
1781,wide_lines,33.4233718511,67.0957433613
1782,wide_lines,66.3138096741,98.9310270371
1783,wide_lines,65.3096314498,98.1651568396
1784,wide_lines,65.7140760682,99.2837639519
1785,wide_lines,67.5934531877,90.9519098246
1786,wide_lines,66.3880173202,89.2812304744
1787,wide_lines,67.8061881135,91.6881773501
1788,wide_lines,70.9626103129,86.5181213517
1789,wide_lines,71.9936371714,78.8209480695
1790,wide_lines,72.4798343312,80.8006830564
1791,wide_lines,74.0784292286,72.9515308522
1792,wide_lines,72.0362880189,69.7160484161
1793,wide_lines,72.9981862717,59.6656447092
1794,wide_lines,74.8121312339,57.5898837631
1795,wide_lines,73.0273050243,46.2741878725
1796,wide_lines,77.067111934,51.4869181896
1797,wide_lines,75.0171368727,46.6224426489
1798,wide_lines,76.6653077326,38.440250966
1799,wide_lines,77.9158742329,45.9268433826
1800,wide_lines,73.7420460836,39.1209853231
1801,wide_lines,75.3298157891,32.8303519164
1802,wide_lines,63.4104355141,38.377735614
1803,wide_lines,68.856486669,43.084147214
1804,wide_lines,66.3377850519,33.3065100022
1805,wide_lines,64.2037185014,26.6441143003
1806,wide_lines,64.4986348346,22.863501327
1807,wide_lines,68.8909906096,27.2962056672
1808,wide_lines,72.371523338,21.9616397473
1809,wide_lines,69.7654249704,19.999850454
1810,wide_lines,68.6213124429,18.9156764428
1811,wide_lines,64.2977371716,20.4287496884
1812,wide_lines,66.6992650902,18.5910853404
1813,wide_lines,67.5445276811,16.4479381344
1814,wide_lines,63.9469519836,18.6928454476
1815,wide_lines,64.3881920705,15.7728122808
1816,wide_lines,65.570045691,23.7657582226
1817,wide_lines,38.4028368753,19.0468586722
1818,wide_lines,37.8323600164,14.4694894463
1819,wide_lines,36.9041611715,13.5838157511
1820,wide_lines,36.286143052,17.1057707266
1821,wide_lines,62.7866325947,13.9189931024
1822,wide_lines,66.8176792234,11.4124971575
1823,wide_lines,66.755021412,18.0853051378
1824,wide_lines,65.4155283864,10.4635122068
1825,wide_lines,36.9463314417,13.5143774996
1826,wide_lines,37.8254347391,9.60103429534
1827,wide_lines,36.722837943,9.33330210686
1828,wide_lines,67.0733217806,6.04921458162
1829,wide_lines,64.601818107,12.0019169643
1830,wide_lines,65.4372821806,15.5453860785
1831,wide_lines,67.0040223792,15.3458266393
1832,wide_lines,66.7241920702,5.24980548075
1833,wide_lines,68.3076187632,13.2809165227
1834,wide_lines,68.7680482759,13.5214565521
1835,wide_lines,74.1672717461,5.34988087254
1836,wide_lines,64.9003579699,16.2452583689
1837,wide_lines,68.7634335463,8.70057294385
1838,wide_lines,66.8169139163,12.2732943361
1839,wide_lines,67.3093466467,0.217006270014
1840,wide_lines,34.7318293093,19.6017950724
1841,wide_lines,33.6744421497,26.09049021
1842,wide_lines,75.6272550236,37.128751949
1843,wide_lines,40.6101254225,89.1362398699
1844,wide_lines,39.1143664549,96.4817513202
1845,wide_lines,34.5838289299,89.5889019877
